Journal,URL,journal_abbr,search_abbr
Australasian marketing journal,https://ideas.repec.org/s/eee/aumajo.html,aumajo,
Australian & New Zealand Journal of Statistics,https://ideas.repec.org/s/bla/anzsta.html,anzsta,
Australian Accounting Review,https://ideas.repec.org/s/bla/ausact.html,ausact,
Australian Bulletin of Labour,https://ideas.repec.org/s/fli/journl.html,journl,
Australian Economic History Review,https://ideas.repec.org/s/bla/ozechr.html,ozechr,
Australian Economic Papers,https://ideas.repec.org/s/bla/ausecp.html,ausecp,
Australian Economic Review,https://ideas.repec.org/s/bla/ausecr.html,ausecr,
Australian Journal of Agricultural and Resource Economics,https://ideas.repec.org/s/ags/aareaj.html,aareaj,
Australian Journal of Agricultural and Resource Economics,https://ideas.repec.org/s/bla/ajarec.html,ajarec,
Australian Journal of Agricultural Economics,https://ideas.repec.org/s/ags/ajaeau.html,ajaeau,
Australian Journal of Labour Economics AJLE),https://ideas.repec.org/s/ozl/journl.html,journl,
Australian Journal of Management,https://ideas.repec.org/s/sae/ausman.html,ausman,
Austrian Economic Quarterly,https://ideas.repec.org/s/wfo/wquart.html,wquart,
Balance y agenda de investigación,https://ideas.repec.org/s/bbj/baicie.html,baicie,
Balanced Nature Using,https://ideas.repec.org/s/bnu/journl.html,journl,
Balkan Region Conference on Engineering and Business Education,https://ideas.repec.org/s/vrs/brcebe.html,brcebe,
Baltic Journal of Economic Studies,https://ideas.repec.org/s/bal/journl.html,journl,
Baltic Journal of Economics,https://ideas.repec.org/s/bic/journl.html,journl,
Baltic Journal of Real Estate Economics and Construction Management,https://ideas.repec.org/s/vrs/bjrecm.html,bjrecm,
Banca Impresa Società,https://ideas.repec.org/s/mul/jqmthn.html,jqmthn,
Banca Nazionale del Lavoro Quarterly Review,https://ideas.repec.org/s/psl/bnlqrr.html,bnlqrr,
BANCARIA,https://ideas.repec.org/s/ban/bancar.html,bancar,
Bangladesh Development Studies,https://ideas.repec.org/s/ris/badest.html,badest,
Bangladesh Journal of Agricultural Economics,https://ideas.repec.org/s/ags/bdbjaf.html,bdbjaf,
Bank i Kredyt,https://ideas.repec.org/s/nbp/nbpbik.html,nbpbik,
Bank of Canada Review,https://ideas.repec.org/s/bca/bcarev.html,bcarev,
Bank of England Quarterly Bulletin,https://ideas.repec.org/s/boe/qbullt.html,qbullt,
"Bankers, Markets & Investors",https://ideas.repec.org/s/rbq/journl.html,journl,
Banking and Community Perspectives,https://ideas.repec.org/s/fip/feddpe.html,feddpe,
Banking Policy Review,https://ideas.repec.org/s/fip/fedpbp.html,fedpbp,
Banking Trends,https://ideas.repec.org/s/fip/fedpbt.html,fedpbt,
BANWA: A Multidisciplinary Journal,https://ideas.repec.org/s/ags/phbanw.html,phbanw,
Basic Income Studies,https://ideas.repec.org/s/bpj/bistud.html,bistud,
BCL Bulletin Analyses,https://ideas.repec.org/s/bcl/bclban.html,bclban,
Behavioral Ecology,https://ideas.repec.org/s/oup/beheco.html,beheco,
Behavioural Public Policy,https://ideas.repec.org/s/cup/bpubpo.html,bpubpo,
Bell Journal of Economics,https://ideas.repec.org/s/rje/bellje.html,bellje,
Beyond the Numbers,https://ideas.repec.org/s/fip/fedpbn.html,fedpbn,
BIFEC Book of Abstracts & Proceedings,https://ideas.repec.org/s/bor/bifeca.html,bifeca,
Bingol University Journal of Economics and Administrative Sciences,https://ideas.repec.org/s/bgo/journl.html,journl,
Bio-based and Applied Economics Journal,https://ideas.repec.org/s/ags/aieabj.html,aieabj,
Biometrics,https://ideas.repec.org/s/bla/biomet.html,biomet,
Biometrika,https://ideas.repec.org/s/oup/biomet.html,biomet,
Biophysical Economics and Resource Quality,https://ideas.repec.org/s/spr/bioerq.html,bioerq,
Biostatistics and Biometrics Open Access Journal,https://ideas.repec.org/s/adp/jbboaj.html,jbboaj,
BIS Quarterly Review,https://ideas.repec.org/s/bis/bisqtr.html,bisqtr,
BizEcons Quarterly,https://ideas.repec.org/s/ris/buecqu.html,buecqu,
BNL Quarterly Review,https://ideas.repec.org/s/psl/bnlaqr.html,bnlaqr,
"Bogazici Journal, Review of Social, Economic and Administrative Studies",https://ideas.repec.org/s/boz/journl.html,journl,
Boletín Análisis & Propuesta,https://ideas.repec.org/s/gad/boleti.html,boleti,
Boletín Económico,https://ideas.repec.org/s/bde/joures.html,joures,
Boletín,https://ideas.repec.org/s/cml/boletn.html,boletn,
Border Crossing,https://ideas.repec.org/s/mig/bcwpap.html,bcwpap,
Borsa Istanbul Review,https://ideas.repec.org/s/bor/bistre.html,bistre,
"BRAND. Broad Research in Accounting, Negotiation, and Distribution",https://ideas.repec.org/s/bra/journl.html,journl,
Brazilian Business Review,https://ideas.repec.org/s/bbz/fcpbbr.html,fcpbbr,
Brazilian Electronic Journal of Economics,https://ideas.repec.org/s/bej/issued.html,issued,
Brazilian Journal of Political Economy,https://ideas.repec.org/s/ekm/repojs.html,repojs,
Brazilian Journal of Rural Economy and Sociology Revista de Economia e Sociologia Rural-RESR),https://ideas.repec.org/s/ags/rdecag.html,rdecag,
Brazilian Review of Econometrics,https://ideas.repec.org/s/sbe/breart.html,breart,
Brazilian Review of Finance,https://ideas.repec.org/s/brf/journl.html,journl,
Bridges,https://ideas.repec.org/s/fip/fedlbr.html,fedlbr,
Briefs,https://ideas.repec.org/s/fem/fbrief.html,fbrief,
British Actuarial Journal,https://ideas.repec.org/s/cup/bracjl.html,bracjl,
British Journal of Business and Psychology Research,https://ideas.repec.org/s/ris/bjobpr.html,bjobpr,
British Journal of Industrial Relations,https://ideas.repec.org/s/bla/brjirl.html,brjirl,
British Journal of Political Science,https://ideas.repec.org/s/cup/bjposi.html,bjposi,
Brookings Papers on Economic Activity,https://ideas.repec.org/s/bin/bpeajo.html,bpeajo,bpea
Brussels Economic Review,https://ideas.repec.org/s/bxr/bxrceb.html,bxrceb,
Buletin Stiintific - Scientific Bulletin,https://ideas.repec.org/s/lum/rev5rl.html,rev5rl,
BulgariÐ°n Journal of Business Research,https://ideas.repec.org/s/aip/bposok.html,bposok,
Bulletin de droit nucléaire,https://ideas.repec.org/s/oec/neakab.html,neakab,
Bulletin de l Observatoire des politiques économiques en Europe,https://ideas.repec.org/s/ulp/buopee.html,buopee,
Bulletin de la Banque de France,https://ideas.repec.org/s/bfr/bullbf.html,bullbf,
Bulletin of Applied Economics,https://ideas.repec.org/s/rmk/rmkbae.html,rmkbae,
Bulletin of Business and Economics BBE),https://ideas.repec.org/s/rfh/bbejor.html,bbejor,
Bulletin of Economic Research,https://ideas.repec.org/s/bla/buecrs.html,buecrs,
Bulletin of Economic Theory and Analysis,https://ideas.repec.org/s/ris/betajl.html,betajl,
Bulletin of Energy Economics BEE),https://ideas.repec.org/s/ijr/beejor.html,beejor,
Bulletin of Geography. Socio-economic Series,https://ideas.repec.org/s/vrs/buogeo.html,buogeo,
Bulletin of Indonesian Economic Studies,https://ideas.repec.org/s/taf/bindes.html,bindes,
Bulletin of Monetary Economics and Banking,https://ideas.repec.org/s/idn/journl.html,journl,
Bulletin of Political Economy,https://ideas.repec.org/s/awu/journl.html,journl,
Bulletin of Taras Shevchenko National University of Kyiv. Economics. Вісник Киiвського нацiонального унiверситету iм. Тараса Шевченка. Серiя: Економiка,https://ideas.repec.org/s/scn/013723.html,013723,
Bulletin of the South Ural State University. Series: Economics and management Вестник Южно-Уральского государственного университета. Серия: Экономика и менеджмент,https://ideas.repec.org/s/scn/009910.html,009910,
Bulletin of the Volga Region Institute of Administration,https://ideas.repec.org/s/rnp/vepags.html,vepags,
"Bulletin: Economics, Organisation and Informatics in Healthcare",https://ideas.repec.org/s/vrs/bueoih.html,bueoih,
Burgundy Books,https://ideas.repec.org/s/fip/fedlbb.html,fedlbb,
Business & Economic Review,https://ideas.repec.org/s/bec/imsber.html,imsber,
Business & Entrepreneurship Journal,https://ideas.repec.org/s/spt/busent.html,busent,
Business & Information Systems Engineering: The International Journal of WIRTSCHAFTSINFORMATIK,https://ideas.repec.org/s/spr/binfse.html,binfse,
Business & Management Compass,https://ideas.repec.org/s/vrn/journl.html,journl,
Business and Economic Horizons BEH),https://ideas.repec.org/s/ags/pdcbeh.html,pdcbeh,
Business and Economic Horizons BEH),https://ideas.repec.org/s/pdc/jrnbeh.html,jrnbeh,
Business and Economic Research,https://ideas.repec.org/s/mth/ber888.html,ber888,
Business and Economics Research Journal,https://ideas.repec.org/s/ris/buecrj.html,buecrj,
Business and Human Rights Journal,https://ideas.repec.org/s/cup/buhurj.html,buhurj,
Business and Management Horizons,https://ideas.repec.org/s/mth/bmh888.html,bmh888,
Business and Management Research,https://ideas.repec.org/s/jfr/bmr111.html,bmr111,
Business and Management Studies,https://ideas.repec.org/s/rfa/bmsjnl.html,bmsjnl,
Business and Politics,https://ideas.repec.org/s/bpj/buspol.html,buspol,
Business and Politics,https://ideas.repec.org/s/cup/buspol.html,buspol,
Business Economics,https://ideas.repec.org/s/pal/buseco.html,buseco,
Business Education and Accreditation,https://ideas.repec.org/s/ibf/beaccr.html,beaccr,
Business Ethics and Leadership,https://ideas.repec.org/s/vrs/belead.html,belead,
Business Ethics Quarterly,https://ideas.repec.org/s/cup/buetqu.html,buetqu,
"Business Ethics, the Environment & Responsibility",https://ideas.repec.org/s/wly/buseth.html,buseth,
Business Excellence and Management,https://ideas.repec.org/s/rom/bemann.html,bemann,
Business Frontier,https://ideas.repec.org/s/fip/feddbf.html,feddbf,
Business History Review,https://ideas.repec.org/s/cup/buhirw.html,buhirw,
Business History Review,https://ideas.repec.org/s/hbs/journl.html,journl,
Business History,https://ideas.repec.org/s/taf/bushst.html,bushst,
Business Horizons,https://ideas.repec.org/s/eee/bushor.html,bushor,
Business Inform,https://ideas.repec.org/s/idp/bizinf.html,bizinf,
Business Logistics in Modern Management,https://ideas.repec.org/s/osi/bulimm.html,bulimm,
Business Management and Strategy,https://ideas.repec.org/s/mth/bmsmti.html,bmsmti,
Business Management,https://ideas.repec.org/s/dat/bmngmt.html,bmngmt,
Business Perspectives and Research,https://ideas.repec.org/s/sae/busper.html,busper,
Business Research,https://ideas.repec.org/s/spr/busres.html,busres,
Business Review,https://ideas.repec.org/s/aho/journl.html,journl,
Business Review,https://ideas.repec.org/s/fip/fedpbr.html,fedpbr,
Business Strategies,https://ideas.repec.org/s/aci/journl.html,journl,
Business Strategy and the Environment,https://ideas.repec.org/s/bla/bstrat.html,bstrat,
Business Systems Research,https://ideas.repec.org/s/bit/bsrysr.html,bsrysr,
"Business, Management and Economics Research",https://ideas.repec.org/s/arp/bmerar.html,bmerar,
Business&Leadership,https://ideas.repec.org/s/ssm/journl.html,journl,
Businesses,https://ideas.repec.org/s/gam/jbusin.html,jbusin,
Bussecon Review of Social Sciences 2687-2285),https://ideas.repec.org/s/adi/bsrsss.html,bsrsss,
C.D. Howe Institute Backgrounder,https://ideas.repec.org/s/cdh/backgr.html,backgr,
C.D. Howe Institute Commentary,https://ideas.repec.org/s/cdh/commen.html,commen,
"Cactus - The tourism journal for research, education, culture and soul",https://ideas.repec.org/s/bum/cactus.html,cactus,
"CAFRI: Current Agriculture, Food and Resource Issues",https://ideas.repec.org/s/ags/cafric.html,cafric,
Cahiers d Economie et de Sociologie Rurales CESR),https://ideas.repec.org/s/ags/inrace.html,inrace,
Cahiers d Economie et Sociologie Rurales,https://ideas.repec.org/s/rae/jouces.html,jouces,
Cahiers d Économie Politique,https://ideas.repec.org/s/prs/caecpo.html,caecpo,
Cahiers d’économie politique Papers in Political Economy,https://ideas.repec.org/s/cpo/journl.html,journl,
Cambridge Journal of Economics,https://ideas.repec.org/s/oup/cambje.html,cambje,
"Cambridge Journal of Regions, Economy and Society",https://ideas.repec.org/s/oup/cjrecs.html,cjrecs,
Canadian Journal of Agricultural Economics Revue canadienne d agroeconomie,https://ideas.repec.org/s/bla/canjag.html,canjag,
Canadian Journal of Economics Revue canadienne d économique,https://ideas.repec.org/s/wly/canjec.html,canjec,
Canadian Journal of Economics,https://ideas.repec.org/s/cje/issued.html,issued,cej
Canadian Public Policy,https://ideas.repec.org/s/cpp/issued.html,issued,
Canadian Tax Journal,https://ideas.repec.org/s/ctf/journl.html,journl,
Capital Markets Law Journal,https://ideas.repec.org/s/oup/cmljnl.html,cmljnl,
Capital Markets Review,https://ideas.repec.org/s/mfa/journl.html,journl,
Capitalism and Society,https://ideas.repec.org/s/bpj/capsoc.html,capsoc,
Carnegie-Rochester Conference Series on Public Policy,https://ideas.repec.org/s/eee/crcspp.html,crcspp,
Cascade Focus,https://ideas.repec.org/s/fip/fedpcf.html,fedpcf,
Cascade,https://ideas.repec.org/s/fip/fedpca.html,fedpca,
Case Studies in Business and Management,https://ideas.repec.org/s/mth/csbmjl.html,csbmjl,
Cato Journal,https://ideas.repec.org/s/cto/journl.html,journl,
CBR - Consumer Behavior Review,https://ideas.repec.org/s/afy/journl.html,journl,
CBU International Conference Proceedings,https://ideas.repec.org/s/aad/iseicj.html,iseicj,
CECCAR Business Review,https://ideas.repec.org/s/ahd/journl.html,journl,
Central and Eastern European Review,https://ideas.repec.org/s/vrs/caeeur.html,caeeur,
Central Asian Survey,https://ideas.repec.org/s/taf/ccasxx.html,ccasxx,
Central Bank Review,https://ideas.repec.org/s/tcb/cebare.html,cebare,
Central Banker,https://ideas.repec.org/s/fip/fedlcb.html,fedlcb,
Central Community Development Journal,https://ideas.repec.org/s/prv/ccdjpv.html,ccdjpv,
Central European Business Review,https://ideas.repec.org/s/prg/jnlcbr.html,jnlcbr,
Central European Economic Journal,https://ideas.repec.org/s/vrs/ceuecj.html,ceuecj,
Central European Journal of Economic Modelling and Econometrics,https://ideas.repec.org/s/psc/journl.html,journl,
Central European Journal of Labour Law and Personnel Management,https://ideas.repec.org/s/akq/journl.html,journl,
Central European Journal of Operations Research,https://ideas.repec.org/s/spr/cejnor.html,cejnor,
Central European Journal of Public Policy,https://ideas.repec.org/s/vrs/cejopp.html,cejopp,
Central European Management Journal,https://ideas.repec.org/s/eme/cemjpp.html,cemjpp,
Central Russian Journal of Social Sciences,https://ideas.repec.org/s/rnp/crjoss.html,crjoss,
Centrul de training - Training Center Journal,https://ideas.repec.org/s/lum/rev7rl.html,rev7rl,
CEPN Policy Brief,https://ideas.repec.org/s/upn/policy.html,policy,
CES Working Papers,https://ideas.repec.org/s/jes/wpaper.html,wpaper,
CESifo Economic Studies,https://ideas.repec.org/s/oup/cesifo.html,cesifo,
CESifo Forum,https://ideas.repec.org/s/ces/ifofor.html,ifofor,
Český finanční a účetní časopis,https://ideas.repec.org/s/prg/jnlcfu.html,jnlcfu,
Challenge,https://ideas.repec.org/s/mes/challe.html,challe,
Challenges,https://ideas.repec.org/s/gam/jchals.html,jchals,
Chicago Fed Letter,https://ideas.repec.org/s/fip/fedhle.html,fedhle,
Children and Youth Services Review,https://ideas.repec.org/s/eee/cysrev.html,cysrev,
China & World Economy,https://ideas.repec.org/s/bla/chinae.html,chinae,
China Agricultural Economic Review,https://ideas.repec.org/s/eme/caerpp.html,caerpp,
China Economic Journal,https://ideas.repec.org/s/taf/rcejxx.html,rcejxx,
China Economic Policy Review CEPR),https://ideas.repec.org/s/wsi/ceprxx.html,ceprxx,
China Economic Review,https://ideas.repec.org/s/eee/chieco.html,chieco,
China Finance and Economic Review,https://ideas.repec.org/s/bpj/cferev.html,cferev,
China Finance and Economic Review,https://ideas.repec.org/s/spr/chfecr.html,chfecr,
China Finance Review International,https://ideas.repec.org/s/eme/cfripp.html,cfripp,
China Journal of Accounting Studies,https://ideas.repec.org/s/taf/rcjaxx.html,rcjaxx,
China Political Economy,https://ideas.repec.org/s/eme/cpepps.html,cpepps,
China Report,https://ideas.repec.org/s/sae/chnrpt.html,chnrpt,
Chinese Economy,https://ideas.repec.org/s/mes/chinec.html,chinec,
"Choices: The Magazine of Food, Farm, and Resource Issues",https://ideas.repec.org/s/ags/aaeach.html,aaeach,
Ciencias Económicas,https://ideas.repec.org/s/rcf/wpaper.html,wpaper,
Circular Economy and Sustainability,https://ideas.repec.org/s/spr/circec.html,circec,
"CIRIEC-España, revista de economía pública, social y cooperativa",https://ideas.repec.org/s/cic/revcir.html,revcir,
City,https://ideas.repec.org/s/taf/cityxx.html,cityxx,
Cleveland Fed Regional Policy Report,https://ideas.repec.org/s/fip/c00036.html,c00036,
Climate Change Economics CCE),https://ideas.repec.org/s/wsi/ccexxx.html,ccexxx,
Climate Economics and Finance,https://ideas.repec.org/s/bba/j00011.html,j00011,
Climate Policy,https://ideas.repec.org/s/taf/tcpoxx.html,tcpoxx,
Climatic Change,https://ideas.repec.org/s/spr/climat.html,climat,
"Cliometrica, Journal of Historical Economics and Econometric History",https://ideas.repec.org/s/afc/cliome.html,cliome,
